DateTime;AirTemperature;ComfortTemperature;RelativeHumidity;WindSpeed;WindDirection;WWCode;EffectiveCloudCover;Generation
8.12.2019 00:00;-0,5;-0,5;85,1;1;220;10;6,8;0
8.12.2019 01:00;-0,4;-0,4;83,2;0,5;230;10;8;0
8.12.2019 02:00;-0,3;-0,3;84,5;0;0;10;8;0
8.12.2019 03:00;0;0;84,5;0;0;10;6,1;0
8.12.2019 04:00;0,1;0,1;85,1;0;0;10;8;0
8.12.2019 05:00;-0,1;-0,1;87;0,5;210;10;8;0
8.12.2019 06:00;0;0;87;0;0;10;6,8;0
8.12.2019 07:00;-0,1;-0,1;89;0,5;230;10;8;0,757076
8.12.2019 08:00;-0,2;-0,2;89;0,5;180;10;8;8,4472468
8.12.2019 09:00;-0,1;-0,1;86,4;0,5;240;10;6,8;27,3856614
8.12.2019 10:00;0;0;83,3;1;190;10;8;52,6882779
8.12.2019 11:00;0,3;0,3;80,3;0,5;190;10;8;78,982644
8.12.2019 12:00;1;0,9;77,5;0,5;190;10;6,8;91,22547
8.12.2019 13:00;1,9;1,7;74,3;0,5;140;10;8;78,6630835
8.12.2019 14:00;2,2;2;73,2;0,5;220;10;8;51,043146
8.12.2019 15:00;2,2;2;73,2;1;190;10;6,8;25,4206895
8.12.2019 16:00;2,3;2,1;72,7;0,5;210;10;8;6,8675641
8.12.2019 17:00;2,1;1,9;74,3;1;230;10;8;0,087429
8.12.2019 18:00;1,9;1,7;77,6;0,5;210;10;6,8;0
8.12.2019 19:00;1,9;1,7;78,2;0,5;210;10;8;0
8.12.2019 20:00;1,8;1,7;79,3;0,5;190;70;8;0
8.12.2019 21:00;1,5;1,4;83,5;0,5;180;70;6,8;0
8.12.2019 22:00;1;0,9;91;0;0;70;8;0
8.12.2019 23:00;0,9;0,8;93;0,5;180;70;8;0
9.12.2019 00:00;1,1;1;92,4;0,5;180;70;7;0
9.12.2019 01:00;1,1;1;92,4;0,5;180;70;8;0
9.12.2019 02:00;1;0,9;93,7;0;0;70;8;0
9.12.2019 03:00;1;0,9;93,7;0,5;190;70;7;0
9.12.2019 04:00;1,1;1;93,7;0;0;22;8;0
9.12.2019 05:00;1,1;1;93,7;0;0;10;8;0
9.12.2019 06:00;1,3;1,2;93,7;0;0;10;6,9;0
9.12.2019 07:00;1,1;1;93,7;1;50;10;8;0,739628
9.12.2019 08:00;0,7;-1,8;94,4;2,1;50;10;8;7,8386197
9.12.2019 09:00;1,2;-1,2;92,4;2,1;20;10;6,9;29,4743935
9.12.2019 10:00;1,1;-1,8;93,7;2,6;50;10;7;59,4832294
9.12.2019 11:00;2,7;0,6;89,2;2,1;30;10;7;87,2124828
9.12.2019 12:00;3,6;3,4;84,9;1;10;10;5;89,5187942
9.12.2019 13:00;4,1;3,9;83,8;1,5;20;10;5;74,3584374
9.12.2019 14:00;4,1;2,2;80,8;2,1;350;10;6;47,2078302
9.12.2019 15:00;4,2;1,6;78,6;3,1;20;10;7;21,9019492
9.12.2019 16:00;4,2;1,6;76,9;3,1;30;10;6;5,6050321
9.12.2019 17:00;3,8;1,4;79,1;2,6;30;10;7;0,023788
9.12.2019 18:00;3,6;1,6;79;2,1;50;10;8;0
9.12.2019 19:00;3,2;1,1;82,5;2,1;40;10;8;0
9.12.2019 20:00;2,7;0,1;82,4;2,6;60;10;8;0
9.12.2019 21:00;2,7;2,5;80,6;1;90;10;8;0
9.12.2019 22:00;2,5;-0,5;78,3;3,1;110;10;8;0
9.12.2019 23:00;2,4;2,2;78,3;1,5;70;10;8;0
10.12.2019 00:00;2,6;2,4;77,2;1;40;10;8;0
10.12.2019 01:00;2,8;2,6;76,6;0,5;50;10;8;0
10.12.2019 02:00;2,5;2,3;81,2;1,5;40;10;8;0
10.12.2019 03:00;2,4;2,2;81,2;1,5;20;10;8;0
10.12.2019 04:00;2,5;2,3;81,2;0,5;40;10;8;0
10.12.2019 05:00;2,4;2,2;81,2;1;40;10;8;0
10.12.2019 06:00;2,3;2,1;82,4;1;50;10;8;0
10.12.2019 07:00;2,7;2,5;74,4;0,5;190;10;8;0,724733
10.12.2019 08:00;2,6;2,4;72,2;1;120;10;8;7,5335316
10.12.2019 09:00;3;2,7;71,3;0,5;50;10;8;24,7638399
10.12.2019 10:00;3;2,7;69,7;1;50;10;8;48,6850278
10.12.2019 11:00;3;2,7;70,2;1;60;10;8;78,0857987
10.12.2019 12:00;3,6;3,3;69,3;0,5;50;7;6,8;101,9808438
10.12.2019 13:00;4;3,7;68,4;0;0;6;5,5;119,4502469
10.12.2019 14:00;4,7;4,3;65,6;0,5;340;5;5,5;106,7922392
10.12.2019 15:00;4,8;4,4;66,6;1,5;30;3;3;55,4376887
10.12.2019 16:00;4,8;4,4;64,7;0,5;340;3;3;14,8398495
10.12.2019 17:00;4;3,7;69,4;1,5;50;3;3;0,2765783
10.12.2019 18:00;3,1;0,2;73,4;3,1;20;3;3;0
10.12.2019 19:00;2,3;0,1;77,1;2,1;30;3;3;0
10.12.2019 20:00;1,8;1,7;79,3;1;40;3;3;0
10.12.2019 21:00;1,1;1;82,2;1;40;3;3;0
10.12.2019 22:00;1;0,9;83,4;1,5;40;0;0;0
10.12.2019 23:00;0,4;0,4;83,3;1;50;0;0;0
11.12.2019 00:00;0,3;0,3;85,2;1;50;10;6;0
11.12.2019 01:00;0,7;0,6;85,2;0,5;50;6;6;0
11.12.2019 02:00;0,4;0,4;85,2;1,5;30;3;3;0
11.12.2019 03:00;-0,2;-0,2;87;1,5;50;10;0;0
11.12.2019 04:00;-0,2;-2,8;88,3;2,1;40;0;0;0
11.12.2019 05:00;-0,4;-0,4;88,3;1,5;30;0;0;0
11.12.2019 06:00;-0,6;-0,6;88,9;1,5;40;10;0;0
11.12.2019 07:00;-0,7;-0,7;88,9;1,5;40;0;0;4,426776
11.12.2019 08:00;-0,8;-3,5;88,9;2,1;40;10;0;32,2572097
11.12.2019 09:00;-0,2;-2,8;88,3;2,1;40;10;0;91,4747829
11.12.2019 10:00;1,7;-0,6;80,5;2,1;50;10;0;150,9178168
11.12.2019 11:00;4,3;2;75,8;2,6;30;10;4;169,5251067
11.12.2019 12:00;4,4;1,5;74,7;3,6;30;10;5,2;163,3275242
11.12.2019 13:00;5,6;3;72,8;3,6;30;5;5;140,004682
11.12.2019 14:00;6,5;4,3;71,7;3,1;26;5;4,2;102,3905067
11.12.2019 15:00;6,6;4,8;74;2,6;20;10;3,5;52,7677977
11.12.2019 16:00;6,3;4,4;74;2,6;10;4;4;12,6740758
11.12.2019 17:00;5,7;3,1;76;3,6;10;5;5;0,1006354
11.12.2019 18:00;4,8;2;78,6;3,6;20;10;4,4;0
11.12.2019 19:00;4;0,8;80,8;4,1;10;5;5;0
11.12.2019 20:00;4;1;80,8;3,6;20;51;5;0
11.12.2019 21:00;4,3;1,7;80,9;3,1;10;10;4,4;0
11.12.2019 22:00;3,9;1,6;84,4;2,6;40;60;5,5;0
11.12.2019 23:00;4,1;2,2;83,8;2,1;40;21;5,5;0
12.12.2019 00:00;4,3;2,5;83,8;2,1;40;2;7,1;0
12.12.2019 01:00;4,2;4;87,5;1,5;40;51;5,5;0
12.12.2019 02:00;4,2;2,4;87,5;2,1;40;51;5,5;0
12.12.2019 03:00;4,5;2,7;86,9;2,1;30;2;7,1;0
12.12.2019 04:00;4,6;4,4;86,9;1,5;30;60;5,5;0
12.12.2019 05:00;4,9;3,2;86,9;2,1;20;61;5,5;0
12.12.2019 06:00;4,6;4,4;90,6;1,5;30;60;7,1;0
12.12.2019 07:00;4,5;2;92,6;3,1;20;60;5,5;0,540366
12.12.2019 08:00;4,6;1,9;92,6;3,6;20;60;5,5;5,7506188
12.12.2019 09:00;5,3;3,3;91,3;2,6;30;60;7,6;17,9896162
12.12.2019 10:00;5,4;3,5;90,7;2,6;10;60;6,5;30,0849645
12.12.2019 11:00;5,6;3,4;90,7;3,1;30;60;6,5;36,023466
12.12.2019 12:00;6;3,9;88,9;3,1;30;60;7,6;37,7390615
12.12.2019 13:00;6,7;4,8;85,9;3,1;30;60;6,5;34,6681513
12.12.2019 14:00;6,3;4,6;89,5;2,6;20;60;6,5;26,6787748
12.12.2019 15:00;6,4;4,5;90,8;3,1;30;60;7,6;15,5716576
12.12.2019 16:00;6,2;4,5;90,8;2,6;20;60;6,5;4,5075457
12.12.2019 17:00;6,2;4,2;89,5;3,1;20;60;6,5;0,0187862
12.12.2019 18:00;5,8;4;91,4;2,6;20;60;7,6;0
12.12.2019 19:00;5,8;3,9;89,5;2,6;20;60;6,5;0,001677
12.12.2019 20:00;5,6;3,7;88,8;2,6;20;21;5,5;0
12.12.2019 21:00;5,6;4,1;90,7;2,1;30;2;7,1;0
12.12.2019 22:00;6,3;4,6;87,6;2,6;30;6;5,5;0
12.12.2019 23:00;6,3;6,1;87,6;1;30;60;5,5;0
13.12.2019 00:00;6,3;6,1;87,6;1;30;6;6,6;0
13.12.2019 01:00;6,2;6;88,3;0,5;20;60;5;0
13.12.2019 02:00;6,1;5,9;88,9;0,5;40;60;5;0
13.12.2019 03:00;6,2;6;88,3;0;0;21;6,6;0
13.12.2019 04:00;6,1;5,9;89,5;0,5;20;60;5,5;0
13.12.2019 05:00;5,9;5,7;92,7;0;0;60;5,5;0
13.12.2019 06:00;6,2;6,1;93,3;0;0;60;6,6;0
13.12.2019 07:00;6,6;6,5;91,4;0;0;60;5,5;2,459258
13.12.2019 08:00;6,8;6,6;88,3;0,5;220;60;6;21,591968
13.12.2019 09:00;7;6,8;86,5;0,5;240;21;6,6;69,6622125
13.12.2019 10:00;7,1;6,9;86,5;0,5;180;21;5,5;126,517833
13.12.2019 11:00;7,9;7,7;81,9;1;160;51;5,5;171,199846
13.12.2019 12:00;9,3;9;73;1;210;2;5;173,8665188
13.12.2019 13:00;10,5;10,3;69,2;1;270;25;6;144,7793429
13.12.2019 14:00;10,4;10,1;66,9;1;270;25;6;92,795973
13.12.2019 15:00;10,5;10,2;65;0,5;240;3;6;44,2264391
13.12.2019 16:00;10,6;10,2;63,3;0,5;210;6;5,5;10,0096212
13.12.2019 17:00;7,6;7,5;87,8;1;270;80;6;0,1614284
13.12.2019 18:00;7,4;7,3;90,8;0,5;30;25;6,6;0,5121108
13.12.2019 19:00;7,5;7,4;90,8;0;0;5;4,5;0
13.12.2019 20:00;7,5;7,4;91,5;0,5;10;25;4,5;0
13.12.2019 21:00;7,6;7,5;91,5;0,5;350;2;6,3;0
13.12.2019 22:00;7,3;7,2;91,5;0;0;5;4,5;0
13.12.2019 23:00;7,3;7,2;90,8;0,5;10;80;4;0
14.12.2019 00:00;7,5;7,4;89,6;0,5;10;80;5,7;0
14.12.2019 01:00;7,5;7,4;90,8;0,5;360;10;4;0
14.12.2019 02:00;8,2;8,1;84,8;0;0;60;4;0
14.12.2019 03:00;8,4;8,2;80,9;0,5;190;80;7,3;0
14.12.2019 04:00;8,3;8,1;79,7;1;270;25;6;0
14.12.2019 05:00;8,3;8,1;78,6;0,5;290;51;5;0
14.12.2019 06:00;8,4;8,2;77;0,5;220;2;6,6;0
14.12.2019 07:00;8,1;7,8;77;0,5;210;51;5;2,516064
14.12.2019 08:00;7,2;7;80,7;0,5;340;50;4;21,0464178
14.12.2019 09:00;7,8;7,5;76,9;0,5;280;2;4;74,1308913
14.12.2019 10:00;9,3;9,1;77,7;1;30;5;4,5;132,5906208
14.12.2019 11:00;9,4;9,2;75,1;0;0;5;4,5;174,0369539
14.12.2019 12:00;10,7;10,4;66;1;200;6;6;188,7420433
14.12.2019 13:00;11,4;11,1;62,1;3,1;140;4;3,5;173,0524648
14.12.2019 14:00;12,1;11,9;64;1;140;4;4;126,2827231
14.12.2019 15:00;11,5;11,3;65,3;3,6;140;6;5,7;72,1756129
14.12.2019 16:00;12,3;12,1;63,2;0,5;140;5;4,5;22,9608904
14.12.2019 17:00;12;11,7;63,1;0,5;170;4;4;0,5515491
14.12.2019 18:00;11,2;11;67;1,5;160;4;4;0
14.12.2019 19:00;10,3;10,1;71,2;0,5;140;4;4;0
14.12.2019 20:00;9,8;9,6;74,1;0,5;330;4;4;0
14.12.2019 21:00;9,7;9,4;70,1;0,5;290;4;4;0
14.12.2019 22:00;9,6;9,4;72;0,5;30;4;4;0
14.12.2019 23:00;7,9;7,7;79,7;0,5;360;4;4;0
15.12.2019 00:00;6,8;6,6;84,7;1;10;10;0;0
15.12.2019 01:00;6,6;6,4;84,7;0,5;350;0;0;0
15.12.2019 02:00;5,9;5,7;86,4;0,5;360;3;3;0
15.12.2019 03:00;5,3;5,1;87,6;1;20;2;1,8;0
15.12.2019 04:00;4,1;3,9;89,3;1,5;30;0;0;0
15.12.2019 05:00;3,9;3,7;89,3;1;20;0;0;0
15.12.2019 06:00;3,4;3,2;89,3;1;20;10;0;0
15.12.2019 07:00;3,4;3,2;89,3;1,5;30;0;0;8,903478
15.12.2019 08:00;2,8;2,6;90,5;1;30;10;0;56,457494
15.12.2019 09:00;4,1;3,9;91,2;1;20;10;0;136,67816
15.12.2019 10:00;6,1;5,8;80,5;1;40;10;1;203,3748897
15.12.2019 11:00;8,6;8,3;72,8;0,5;50;4;3,5;223,9399106
15.12.2019 12:00;9,8;9,4;66,3;0,5;230;2;4,6;226,7732586
15.12.2019 13:00;10,7;10,4;64,2;1;180;4;4;207,3876161
15.12.2019 14:00;11,7;11,3;60,9;1;240;50;4;163,038418
15.12.2019 15:00;11,9;11,4;54,9;1;260;5;4,4;95,6292375
15.12.2019 16:00;11,8;11,4;58,8;1;280;4;4;31,6019031
15.12.2019 17:00;11,4;11,1;62,1;0,5;280;4;4;1,4188848
15.12.2019 18:00;10,3;10;66,8;0,5;270;3;2,6;0
15.12.2019 19:00;9,4;9,1;70;0;0;3;3;0
15.12.2019 20:00;8,8;8,5;72,9;0,5;220;3;3;0
15.12.2019 21:00;8,3;8;74,9;1;190;4;3,5;0
15.12.2019 22:00;7,4;7,1;77,9;0;0;3;3;0
15.12.2019 23:00;6,9;6,7;81,8;0;0;2;2;0
16.12.2019 00:00;5,8;5,6;86,4;0;0;10;1,8;0
16.12.2019 01:00;5,9;5,7;86,4;0,5;360;10;2;0
16.12.2019 02:00;5,4;5,2;88,8;0;0;10;3;0
16.12.2019 03:00;4,8;4,6;88,8;0;0;10;1,8;0
16.12.2019 04:00;4,6;4,4;89,4;0;0;10;2;0
16.12.2019 05:00;3,8;3,6;90,6;0;0;10;2;0
16.12.2019 06:00;3,5;3,3;91,2;0,5;10;10;0;0
16.12.2019 07:00;2,6;2,4;92,5;0,5;10;0;0;6,296615
16.12.2019 08:00;1,9;1,8;92,4;0,5;20;10;5;41,2919799
16.12.2019 09:00;2,7;2,5;93,8;0,5;30;10;4,4;107,229744
16.12.2019 10:00;3,6;3,4;93,2;0,5;30;10;8;171,9936655
16.12.2019 11:00;5;4,8;89,4;0;0;10;8;217,3021668
16.12.2019 12:00;7,6;7,3;78;0,5;20;10;5;240,5836312
16.12.2019 13:00;8,9;8,6;72,9;1;110;10;5;231,9329474
16.12.2019 14:00;9,4;9,1;68,1;0,5;40;5;4;190,8674582
16.12.2019 15:00;9,3;8,3;70;2,1;230;10;2,6;116,4196232
16.12.2019 16:00;9,3;8,9;65,2;1;200;2;2;37,6111611
16.12.2019 17:00;8,4;8;69,8;1,5;230;2;2;1,2540612
16.12.2019 18:00;6,9;6,6;80,1;1;180;10;1;0
16.12.2019 19:00;5,2;5;85,7;0,5;190;0;0;0
16.12.2019 20:00;4,4;4,2;88,7;0,5;190;0;0;0
16.12.2019 21:00;3,7;3,5;90,6;0;0;10;0;0
16.12.2019 22:00;3,7;3,5;90,6;0;0;10;0;0
16.12.2019 23:00;3,1;2,9;91,2;0,5;200;10;0;0
17.12.2019 00:00;2,8;2,7;95,8;0;0;47;8;0
17.12.2019 01:00;2,9;2,8;95,8;0;0;45;8;0
17.12.2019 02:00;2,8;2,7;95,8;0;0;47;8;0
17.12.2019 03:00;2,8;2,7;96,5;0,5;140;45;8;0
17.12.2019 04:00;2,8;2,7;96,5;0,5;60;45;8;0
17.12.2019 05:00;1,9;1,8;95,8;1,5;40;45;8;0
17.12.2019 06:00;1,5;1,4;96,5;1,5;40;45;8;0
17.12.2019 07:00;1,5;1,4;96,5;1;50;45;8;6,526704
17.12.2019 08:00;1,5;1,4;96,5;1;30;45;8;39,8937626
17.12.2019 09:00;0,8;0,7;96,5;1,5;50;45;8;103,7021799
17.12.2019 10:00;0,6;0,6;97,9;1,5;50;45;8;161,6071558
17.12.2019 11:00;0,8;0,7;97,9;0,5;40;45;8;197,2310963
17.12.2019 12:00;1,5;1,4;96,5;0,5;20;45;8;210,1795832
17.12.2019 13:00;2,5;2,4;93,8;0,5;20;43;8;203,4082238
17.12.2019 14:00;4,7;4,5;83,8;0,5;70;42;6;164,8701602
17.12.2019 15:00;7;6,6;70;0,5;60;41;5;100,7318457
17.12.2019 16:00;8;7,6;66,8;0,5;170;28;3;30,7952055
17.12.2019 17:00;6,8;6,5;75,7;1;230;10;3;1,2716864
17.12.2019 18:00;3,8;3,6;82,5;0,5;40;10;5;0
17.12.2019 19:00;2,3;2,1;88,5;0,5;40;10;5;0
17.12.2019 20:00;1,7;1,6;92,4;1,5;40;10;6;0
17.12.2019 21:00;1,7;1,6;94,4;1,5;50;47;8;0
17.12.2019 22:00;1,3;1,2;94,4;1;60;46;8;0
17.12.2019 23:00;1;0,9;96,5;1,5;50;46;8;0
18.12.2019 00:00;0,7;0,7;96,5;1;80;46;8;0
18.12.2019 01:00;0,8;0,7;96,5;0;0;46;8;0
18.12.2019 02:00;0,7;0,7;96,5;1;60;44;8;0
18.12.2019 03:00;0,1;0,1;97,1;1;40;44;8;0
18.12.2019 04:00;0,3;0,3;97,1;0,5;30;44;8;0
18.12.2019 05:00;-0,1;-0,1;98,6;0,5;60;44;8;0
18.12.2019 06:00;0;0;97,1;0,5;20;45;8;0
18.12.2019 07:00;-0,1;-0,1;98,6;1;50;45;8;5,312521
18.12.2019 08:00;-0,4;-0,4;98,6;0,5;50;45;8;33,240926
18.12.2019 09:00;-0,1;-0,1;98,6;0;0;45;8;89,8033577
18.12.2019 10:00;0;0;98,6;1;50;45;8;138,9296887
18.12.2019 11:00;0,3;0,3;97,9;0;0;45;8;164,7283778
18.12.2019 12:00;1,1;1;97,9;0;0;45;8;175,6971668
18.12.2019 13:00;2,4;2,3;97,9;0,5;130;42;8;166,2325908
18.12.2019 14:00;4;3,8;88,7;1;220;28;0;127,4591609
18.12.2019 15:00;4,9;4,7;84,5;1;190;10;0;75,434932
18.12.2019 16:00;4,7;4,5;85,7;0,5;200;10;0;25,6230498
18.12.2019 17:00;3,2;3;91,2;1;190;10;0;0,8563272
18.12.2019 18:00;2,4;2,3;95,8;0,5;200;40;0;0,479916
18.12.2019 19:00;2,6;2,5;96,5;0;0;47;8;0
18.12.2019 20:00;2,2;2,1;96,5;0,5;170;45;8;0
18.12.2019 21:00;2,2;2,1;97,9;0;0;45;8;0
18.12.2019 22:00;2,1;2;97,9;0;0;45;8;0
18.12.2019 23:00;1,9;1,8;97,9;0;0;45;8;0
19.12.2019 00:00;1,7;1,6;97,9;0;0;45;8;0
19.12.2019 01:00;1,8;1,7;97,9;0;0;45;8;0
19.12.2019 02:00;1,6;1,5;97,9;0;0;45;8;0
19.12.2019 03:00;1,1;1;97,9;0,5;60;45;8;0
19.12.2019 04:00;0,3;0,3;97,9;1;60;45;8;0
19.12.2019 05:00;-0,6;-0,6;98,6;1;30;43;8;0
19.12.2019 06:00;-0,8;-0,8;98,6;0,5;30;45;8;0
19.12.2019 07:00;-1,4;-1,4;98,5;1,5;30;45;8;5,453082
19.12.2019 08:00;-1,9;-1,9;97,1;1;30;42;5;34,2932039
19.12.2019 09:00;-1,6;-1,6;98,5;1;30;42;5;91,7651222
19.12.2019 10:00;-0,1;-0,1;98,6;1,5;40;42;3;143,2964858
19.12.2019 11:00;1,7;1,6;95,8;0,5;30;41;0;175,8203556
19.12.2019 12:00;5,3;5;72,8;1;40;28;0;188,7294908
19.12.2019 13:00;8,1;7,6;60;0,5;50;5;0;179,9785536
19.12.2019 14:00;9,4;8,9;62,1;1;180;5;0;145,9621922
19.12.2019 15:00;10;9,6;63,1;1;180;5;0;87,958792
19.12.2019 16:00;10;9,6;64;0,5;180;5;0;31,0075355
19.12.2019 17:00;8,5;8,1;66,9;0,5;190;5;0;1,3532257
19.12.2019 18:00;6,5;6,2;74;0;0;10;0;0
19.12.2019 19:00;4,6;4,3;81,5;0,5;190;10;0;0
19.12.2019 20:00;3,5;3,3;84,9;0;0;10;0;0
19.12.2019 21:00;3,1;2,9;87,3;0;0;10;0;0
19.12.2019 22:00;2,6;2,4;87,3;0;0;10;0;0
19.12.2019 23:00;2,5;2,3;89,8;0,5;20;10;0;0
20.12.2019 00:00;1,8;1,7;89,8;0;0;10;0;0
20.12.2019 01:00;1,2;1,1;90,4;0;0;10;0;0
20.12.2019 02:00;0,2;0,2;93;0;0;10;0;0
20.12.2019 03:00;-0,4;-0,4;95;0;0;10;0;0
20.12.2019 04:00;-0,9;-0,9;94,3;0;0;10;0;0
20.12.2019 05:00;-0,2;-0,2;94,3;0,5;30;10;0;0
20.12.2019 06:00;-0,6;-0,6;90,9;0;0;10;0;0
20.12.2019 07:00;-0,6;-0,6;92,9;0,5;10;10;0;4,467617
20.12.2019 08:00;-0,8;-0,8;92,9;1;30;10;0;32,7207466
20.12.2019 09:00;0;0;93;0,5;40;10;0,8;88,4651885
20.12.2019 10:00;2,2;2;85,4;0,5;30;10;1,5;139,472282
20.12.2019 11:00;4,4;4,1;72,6;0;0;10;1,5;168,981678
20.12.2019 12:00;8;7,5;62,2;0,5;120;5;0,8;172,1380725
20.12.2019 13:00;9,2;8,6;53,8;0,5;130;5;2;150,4354587
20.12.2019 14:00;10,8;10,1;48,7;0,5;110;5;2,5;114,7295734
20.12.2019 15:00;11,1;10,3;46,7;0;0;5;1,2;61,6525344
20.12.2019 16:00;11,7;10,8;43,9;0;0;5;2,5;18,9627468
20.12.2019 17:00;10,4;9,7;50,7;0;0;5;2,5;0,9075645
20.12.2019 18:00;8,9;8,4;61,1;0,5;180;5;0,8;0
20.12.2019 19:00;8,5;8;63,2;0,5;180;5;0,8;0
20.12.2019 20:00;5,4;5,1;77,6;0;0;10;1,5;0
20.12.2019 21:00;4,6;4,3;78,6;0,5;360;10;1,2;0
20.12.2019 22:00;4;3,7;78,5;1;10;10;2,5;0
20.12.2019 23:00;2,8;2,6;81,8;0,5;40;10;1,5;0
21.12.2019 00:00;2,2;2;85,4;0;0;10;0;0
21.12.2019 01:00;1,7;1,6;86;0,5;10;10;0;0
21.12.2019 02:00;1,7;1,6;84,1;1;30;10;0;0
21.12.2019 03:00;1,1;1;87,2;1;360;10;0;0
21.12.2019 04:00;1;0,9;87,1;0,5;10;10;1,5;0
21.12.2019 05:00;0,4;0,4;87,1;0,5;30;10;1,5;0
21.12.2019 06:00;0,3;0,3;88,4;0,5;20;10;0,8;0
21.12.2019 07:00;0,2;0,2;87,1;0,5;40;10;0;3,100662
21.12.2019 08:00;-0,3;-0,3;88,3;1;40;10;0;29,8411528
21.12.2019 09:00;0,1;0,1;89;0,5;20;10;0;91,7754393
21.12.2019 10:00;3,1;2,9;77,2;0,5;30;10;0;150,5710644
21.12.2019 11:00;5,5;5,1;67,7;1;20;5;0;188,4763234
21.12.2019 12:00;7,2;6,6;56,4;0;0;5;0;203,5008265
21.12.2019 13:00;8,9;8,2;48,1;1;180;5;0;198,2115056
21.12.2019 14:00;10,5;9,7;47,2;1;170;5;0;158,4452237
21.12.2019 15:00;11,3;10,4;41,9;0,5;200;5;0;86,9358587
21.12.2019 16:00;11,5;10,6;42,9;0,5;230;2;2,5;22,4828686
21.12.2019 17:00;11;10;38;1;220;3;2,5;0,4902453
21.12.2019 18:00;7,6;7,1;63;0,5;190;1;1,2;0
21.12.2019 19:00;6,9;6,5;67,1;0;0;2;1,5;0
21.12.2019 20:00;6,2;5,8;67,9;0,5;20;1;1;0
21.12.2019 21:00;5,7;5,3;67,8;0,5;10;4;3,5;0
21.12.2019 22:00;5,5;5,1;69,2;0;0;6;6;0
21.12.2019 23:00;5,5;5,1;70,2;0;0;6;6;0
22.12.2019 00:00;5;4,6;71,1;0,5;20;6;5,2;0
22.12.2019 01:00;4,8;4,5;72,1;0,5;360;4;5;0
22.12.2019 02:00;4,2;3,9;72,5;0,5;10;4;5;0
22.12.2019 03:00;3,6;3,3;76,2;0,5;10;10;4,4;0
22.12.2019 04:00;3,3;3;75,6;0,5;20;5;5;0
22.12.2019 05:00;3;2,8;77,2;1;10;5;5;0
22.12.2019 06:00;2,5;2,3;79,4;0,5;10;10;4,4;0
22.12.2019 07:00;1,9;1,7;80,5;0,5;20;5;5;3,770198
22.12.2019 08:00;1,5;1,4;83,5;1;10;5;5;19,5858283
22.12.2019 09:00;2,3;2,1;81,2;0,5;360;0;4,4;53,791984
22.12.2019 10:00;3;2,8;78,4;0,5;360;5;4,5;99,8875299
22.12.2019 11:00;6,3;5,9;66,9;0;0;5;4,5;121,2876599
22.12.2019 12:00;8,2;7,6;53,1;0;0;6;5,7;125,8981773
22.12.2019 13:00;10,2;9,5;49,9;0;0;5;4,5;114,3613464
22.12.2019 14:00;10,4;9,7;48,9;0,5;160;5;5;81,7098675
22.12.2019 15:00;10,7;10;50,8;0;0;6;5,7;42,4219004
22.12.2019 16:00;10,3;9,7;52,9;0,5;190;5;4,5;13,0625054
22.12.2019 17:00;10;9,4;55,9;0;0;5;4,5;0,3775647
22.12.2019 18:00;9,7;9,1;53,9;0,5;180;6;5,7;0
22.12.2019 19:00;9,8;9,2;53,9;0;0;5;4,5;0
22.12.2019 20:00;9,6;9;57;0,5;190;5;4,5;0
22.12.2019 21:00;9,4;8,9;63;0;0;6;5,7;0
22.12.2019 22:00;8,7;8,3;67;0,5;10;0;0;0
22.12.2019 23:00;9;8,6;66,1;0,5;240;0;0;0
23.12.2019 00:00;8,9;8,5;65,1;0;0;0;0;0
23.12.2019 01:00;6,1;5,8;76,6;1;20;0;0;0
23.12.2019 02:00;6,4;6,1;76,1;1;360;5;4,5;0
23.12.2019 03:00;9,2;8,8;63,8;0,5;240;6;6,3;0
23.12.2019 04:00;9,9;9,4;60;0,5;220;6;5,5;0
23.12.2019 05:00;8,1;7,7;66,8;0,5;340;6;5,5;0
23.12.2019 06:00;10,4;9,9;58,9;3,1;170;7;6,6;0
23.12.2019 07:00;10,9;10,3;53,1;3,6;180;5;4,5;1,524775
23.12.2019 08:00;11,3;10,6;49,9;4,6;180;60;4,5;14,3947737
23.12.2019 09:00;10,9;10,3;55;4,1;160;0;6,3;44,8105625
23.12.2019 10:00;11,4;10,9;55,1;7,2;150;25;6;64,2152009
23.12.2019 11:00;11,6;11;54;3,6;130;25;6;68,1125254
23.12.2019 12:00;12,3;11,6;49,8;4,1;160;6;6;58,7098158
23.12.2019 13:00;12,7;12,1;49,9;4,1;160;80;6;37,6600613
23.12.2019 14:00;12,7;12;47,8;3,1;150;80;6;19,1206962
23.12.2019 15:00;12,1;11,4;49,7;4,1;150;80;7,3;8,4506886
23.12.2019 16:00;12;11,3;48,6;5,1;170;80;6;2,542209
23.12.2019 17:00;11,6;10,9;50,7;3,1;150;80;6;0,0137914
23.12.2019 18:00;11,7;11;50;5,1;170;25;7,3;0
23.12.2019 19:00;8,5;6,6;78,7;4,1;170;80;6;0,108304
23.12.2019 20:00;8,5;6,9;77;3,1;170;80;6;0
23.12.2019 21:00;8,4;6,2;72,8;4,6;160;25;5,2;0
23.12.2019 22:00;8,3;6,2;73,8;4,1;170;60;5;0
23.12.2019 23:00;7,7;6,2;79,6;2,6;170;80;6;0,000667
24.12.2019 00:00;8,5;8,2;71,8;0,5;180;25;6,6;0
